Frequency(Hz),  Magnitude(dB),   Phase(deg)
158.203, 95.1928, 43.9682
158.386, 94.9045, 41.6842
158.569, 94.7867, 40.7042
158.752, 94.6240, 39.9802
158.936, 94.5379, 40.1425
159.119, 94.4979, 39.2751
159.302, 94.4566, 37.5382
159.485, 94.3178, 37.2935
159.668, 94.1513, 36.4594
159.851, 94.0759, 36.5059
160.034, 94.2834, 34.5827
160.217, 93.9330, 35.5756
160.400, 94.0743, 31.5958
160.583, 93.9171, 33.4416
160.767, 93.5969, 30.4992
160.950, 93.6176, 32.2197
161.133, 93.7493, 30.8603
161.316, 93.5180, 28.4215
161.499, 93.3983, 30.8805
161.682, 93.4863, 27.6676
161.865, 93.1213, 27.2187
162.048, 93.0949, 28.3787
162.231, 93.1555, 26.9866
162.415, 93.1999, 28.0460
162.598, 93.0788, 25.9753
162.781, 93.0445, 25.0808
162.964, 92.9058, 24.4624
163.147, 92.7646, 25.0977
163.330, 92.7688, 25.7732
163.513, 92.9655, 22.5745
163.696, 92.7895, 24.2559
163.879, 92.6370, 22.6538
164.063, 92.6698, 23.8018
164.246, 92.9797, 22.4209
164.429, 92.7892, 22.0600
164.612, 92.6579, 20.6021
164.795, 92.6118, 20.2599
164.978, 92.8211, 21.8584
165.161, 92.8944, 20.5588
165.344, 92.8514, 19.5894
165.527, 92.9842, 20.1745
165.710, 93.1060, 17.2788
165.894, 93.2705, 17.7474
166.077, 93.1756, 15.1895
166.260, 93.2731, 14.7384
166.443, 93.3239, 11.9695
166.626, 93.2236, 12.8966
166.809, 93.6261, 10.6602
166.992, 93.2725, 6.5400
167.175, 93.0331, 6.9188
167.358, 93.2818, 5.9708
167.542, 93.0206, 3.3916
167.725, 93.1113, 3.4678
167.908, 92.9109, 1.1681
168.091, 92.8980, 1.3608
168.274, 92.7599, -0.8814
168.457, 93.1348, -2.7548
168.640, 92.4142, -4.1182
168.823, 92.5011, -3.9376
169.006, 92.7201, -5.5155
169.189, 92.3009, -8.6549
169.373, 92.3677, -7.6955
169.556, 92.0708, -10.7043
169.739, 92.1627, -11.2042
169.922, 91.8319, -11.9465
170.105, 91.6148, -13.3222
170.288, 91.7695, -14.4627
170.471, 91.3893, -15.6217
170.654, 91.3275, -15.8941
170.837, 91.0399, -17.2967
171.021, 91.1182, -17.0967
171.204, 91.1013, -18.6358
171.387, 90.9311, -21.5034
171.570, 90.4989, -21.2536
171.753, 90.2467, -23.3077
171.936, 90.3067, -20.9261
172.119, 90.1388, -24.1999
172.302, 90.0303, -25.3646
172.485, 89.8245, -25.1171
172.668, 89.2283, -27.1378
172.852, 89.4386, -26.1414
173.035, 88.9687, -26.5937
173.218, 89.0257, -28.8798
173.401, 88.5167, -28.1742
173.584, 88.2588, -28.8914
173.767, 88.4001, -26.3741
173.950, 88.0837, -30.0716
174.133, 87.5388, -28.6495
174.316, 87.5336, -27.8299
174.500, 87.5066, -26.4572
174.683, 87.3644, -28.2855
174.866, 87.1433, -26.7434
175.049, 86.8192, -25.9113
175.232, 87.4431, -27.5261
175.415, 86.4104, -26.4674
175.598, 86.7967, -27.6160
175.781, 86.4718, -25.8243
175.964, 86.5734, -23.9936
176.147, 86.5071, -27.5613
176.331, 85.9852, -24.6470
176.514, 86.3519, -24.9318
176.697, 86.1150, -25.4325
176.880, 85.9202, -24.6078
177.063, 86.2010, -25.1901
177.246, 85.8820, -22.8822
177.429, 85.6206, -23.7285
177.612, 85.8144, -25.6108
177.795, 85.9565, -21.9201
177.979, 85.5529, -22.8516
178.162, 85.8782, -24.6515
178.345, 85.3171, -23.9549
178.528, 85.5348, -23.6504
178.711, 85.5166, -21.9402
178.894, 85.1793, -23.8271
179.077, 85.1486, -21.4674
179.260, 85.0772, -22.2399
179.443, 85.8460, -22.0495
179.626, 84.7699, -16.0085
179.810, 85.3857, -31.3924
179.993, 85.0247, -18.4396
180.176, 84.6086, -20.7905
180.359, 85.1087, -18.6601
180.542, 84.6735, -19.7622
180.725, 85.2003, -18.1700
180.908, 84.6466, -20.8117
181.091, 84.7091, -14.5586
181.274, 84.9798, -17.2305
181.458, 85.2827, -15.0161
181.641, 85.6619, -17.8251
181.824, 84.9915, -17.1775
182.007, 85.4359, -19.6327
182.190, 85.0277, -13.4191
182.373, 85.1661, -18.7591
182.556, 85.8025, -16.3699
182.739, 85.2947, -16.1711
182.922, 85.2687, -17.8459
183.105, 85.6447, -17.6952
183.289, 85.4118, -13.5164
183.472, 85.6984, -16.1475
183.655, 85.9468, -17.2595
183.838, 86.1669, -18.5985
184.021, 85.5904, -16.7260
184.204, 86.2270, -18.8956
184.387, 85.9701, -20.0715
184.570, 86.0170, -18.4984
184.753, 86.0870, -19.4724
184.937, 86.1577, -21.6549
185.120, 86.3661, -19.9571
185.303, 86.0279, -24.9778
185.486, 86.4347, -21.5266
185.669, 85.7814, -23.8686
185.852, 86.1468, -23.9873
186.035, 85.9415, -24.3320
186.218, 86.4202, -25.3093
186.401, 85.6845, -26.9253
186.584, 85.8429, -27.9168
186.768, 85.8883, -23.8522
186.951, 85.6895, -29.6558
187.134, 85.5200, -26.5830
187.317, 85.7689, -26.8463
187.500, 85.3886, -28.9658
187.683, 85.7019, -28.9943
187.866, 85.0980, -30.4100
188.049, 84.8781, -27.7737
188.232, 84.9531, -28.9640
188.416, 84.8368, -26.7611
188.599, 85.0583, -27.7446
188.782, 84.2727, -27.5020
188.965, 84.9980, -26.4220
189.148, 84.3573, -24.3647
189.331, 84.8204, -28.2099
189.514, 83.5677, -26.0854
189.697, 84.8447, -22.6355
189.880, 84.1700, -22.8600
190.063, 83.9615, -25.5689
190.247, 83.6235, -19.5720
190.430, 83.9853, -18.9873
190.613, 84.0425, -19.5979
190.796, 83.8086, -12.1921
190.979, 84.2473, -16.9289
191.162, 84.2376, -8.1544
191.345, 84.7169, -12.8921
191.528, 83.5108, -10.8880
191.711, 84.8068, -4.1450
191.895, 85.1105, -5.1674
192.078, 84.8803, -4.4780
192.261, 85.2078, -0.9064
192.444, 85.9953, 2.8178
192.627, 87.8540, 0.0176
192.810, 86.0720, -3.2751
192.993, 87.0908, -0.3695
193.176, 87.2496, 1.6362
193.359, 87.9201, 2.4249
193.542, 88.5327, -1.8097
193.726, 88.6675, 1.2058
193.909, 89.2183, 0.9592
194.092, 89.6968, -0.4670
194.275, 90.2238, -1.9561
194.458, 90.4829, -6.1402
194.641, 90.7710, -3.2294
194.824, 91.2280, -7.7551
195.007, 91.8139, -7.4481
195.190, 91.8399, -9.4415
195.374, 92.4846, -12.7742
195.557, 92.5059, -16.7743
195.740, 93.1993, -16.6904
195.923, 92.7357, -20.9942
196.106, 93.7080, -23.7152
196.289, 93.0921, -24.2184
196.472, 93.9386, -28.5439
196.655, 93.7716, -31.1069
196.838, 94.0455, -34.3363
197.021, 93.8684, -37.3822
197.205, 94.3476, -39.6811
197.388, 93.5208, -44.7771
197.571, 93.6363, -42.7890
197.754, 94.2303, -45.7690
197.937, 93.7460, -49.0030
198.120, 94.1110, -52.7541
198.303, 93.4502, -53.4743
198.486, 93.7883, -53.2138
198.669, 93.5115, -56.2662
198.853, 93.8866, -61.5087
199.036, 93.4911, -59.9115
199.219, 93.2715, -62.5639
199.402, 93.3467, -65.4927
199.585, 93.3279, -66.6748
199.768, 92.7698, -67.5044
199.951, 92.2402, -66.1461
200.134, 93.0700, -69.6905
200.317, 93.0034, -67.3925
200.500, 92.7493, -71.2296
200.684, 92.9275, -74.1085
200.867, 92.6354, -73.9631
201.050, 92.4650, -75.3979
201.233, 92.3779, -74.9094
201.416, 92.6985, -78.2156
201.599, 92.2788, -79.0499
201.782, 92.1088, -80.2219
201.965, 92.3065, -79.3478
202.148, 92.0730, -81.2063
202.332, 91.8611, -82.5966
202.515, 91.9739, -82.3766
202.698, 92.3276, -81.8111
202.881, 91.8025, -83.3676
203.064, 92.7258, -85.1116
203.247, 91.9671, -89.6265
203.430, 91.8380, -87.3898
203.613, 92.0345, -90.9880
203.796, 92.0551, -89.0156
203.979, 92.0331, -92.7216
204.163, 91.8999, -93.9381
204.346, 91.4421, -93.5061
204.529, 92.0266, -96.7934
204.712, 91.5666, -96.2553
204.895, 91.8665, -99.3550
205.078, 91.5282, -102.6303
205.261, 92.2982, -104.7544
205.444, 84.2616, -89.9420
205.627, 92.8015, -90.5026
205.811, 91.9512, -100.8326
205.994, 91.6781, -101.4440
206.177, 91.5653, -100.8424
206.360, 91.5223, -105.2004
206.543, 91.4988, -105.2853
206.726, 91.7531, -105.5339
206.909, 91.4111, -109.5936
207.092, 91.7762, -109.5070
207.275, 91.3094, -110.5437
207.458, 91.5567, -114.5979
207.642, 91.5357, -115.0064
207.825, 91.3704, -119.5456
208.008, 90.8188, -119.8819
208.191, 91.1276, -119.4905
208.374, 90.4300, -123.0008
208.557, 90.8305, -121.4806
208.740, 90.8158, -125.8565
208.923, 90.1151, -126.7225
209.106, 90.1280, -126.9901
209.290, 90.3621, -128.8393
209.473, 89.0599, -129.5049
209.656, 89.9475, -131.3667
209.839, 89.7122, -130.5425
210.022, 88.9381, -129.8434
210.205, 89.5034, -136.8798
210.388, 89.2772, -134.4810
210.571, 87.8319, -135.7559
210.754, 88.5059, -133.7421
210.938, 88.5803, -132.9166
211.121, 88.1188, -137.0074
211.304, 88.5811, -135.1940
211.487, 88.3873, -138.0126
211.670, 87.7199, -136.6874
211.853, 87.5530, -140.4949
212.036, 87.7107, -134.4182
212.219, 87.9291, -138.8259
212.402, 87.8600, -141.6684
212.585, 87.4017, -143.6700
212.769, 86.6750, -134.9693
212.952, 88.1329, -143.2414
213.135, 86.8535, -145.5314
213.318, 86.6124, -143.1266
213.501, 86.6183, -139.4597
213.684, 86.8598, -141.0435
213.867, 87.1934, -144.5361
214.050, 87.1465, -143.7291
214.233, 85.7599, -146.1264
214.417, 87.5322, -143.3902
214.600, 86.9610, -149.5621
214.783, 85.2799, -148.3029
214.966, 87.1745, -150.2997
215.149, 86.2563, -149.9179
215.332, 85.6219, -152.1041
215.515, 85.9713, -149.8750
215.698, 86.3362, -150.3152
215.881, 86.0055, -152.6834
216.064, 85.4622, -155.0911
216.248, 86.3730, -156.5833
216.431, 85.8677, -153.4698
216.614, 85.1089, -168.2694
216.797, 85.0093, -156.5923
216.980, 84.5472, -160.7063
217.163, 84.0057, -161.4068
217.346, 84.3007, -158.7351
217.529, 83.9339, -157.4078
217.712, 84.4903, -160.8511
217.896, 82.7525, -158.9066
218.079, 84.5911, -154.9833
218.262, 85.6909, -151.1712
218.445, 84.6096, -173.7749
218.628, 83.9315, -167.4856
218.811, 83.0879, -168.0764
218.994, 82.9044, -164.1138
219.177, 83.2458, -170.2940
219.360, 83.1692, -160.2417
219.543, 82.7818, -164.4316
219.727, 82.7096, -167.6066
219.910, 82.9690, -161.8400
220.093, 83.2192, -170.8063
220.276, 82.9095, -166.2494
220.459, 83.7251, -170.1833
220.642, 82.4331, -174.3469
220.825, 82.4666, -168.9570
221.008, 83.2761, -179.8929
221.191, 82.5515, -179.2539
221.375, 81.3914, -179.4985
221.558, 82.1983, -177.5487
221.741, 82.3521, 176.0143
221.924, 81.6649, 168.9082
222.107, 81.3717, 175.2853
222.290, 80.1858, 167.7379
222.473, 81.0669, 165.6033
222.656, 80.4366, 172.0007
222.839, 80.1725, 160.4303
223.022, 79.7384, 161.0474
223.206, 80.0432, 156.4556
223.389, 78.6817, 150.3936
223.572, 78.3356, 148.4628
223.755, 78.1488, 140.0583
223.938, 76.4254, 136.6611
224.121, 76.0405, 139.6199
224.304, 74.6862, 119.6515
224.487, 74.4484, 122.9228
224.670, 72.3394, 106.4795
224.854, 70.4892, 106.7166
225.037, 71.4831, 110.6706
225.220, 71.3424, 59.1374
225.403, 68.0035, 41.3872
225.586, 67.4249, 26.7213
225.769, 69.8914, 4.3938
225.952, 67.6638, -16.6124
226.135, 70.9689, -10.3836
226.318, 71.0979, -30.9483
226.501, 74.3470, -26.5697
226.685, 75.1515, -36.5840
226.868, 76.2924, -53.7617
227.051, 77.1759, -57.0821
227.234, 76.0736, -59.4254
227.417, 76.7385, -63.6618
227.600, 76.6569, -67.2944
227.783, 78.7705, -59.9228
227.966, 78.3230, -64.2229
228.149, 79.1688, -68.3369
228.333, 80.5908, -74.5621
228.516, 80.2845, -78.0742
228.699, 78.7071, -84.1709
228.882, 80.3253, -76.0086
229.065, 80.7628, -73.5075
229.248, 81.5913, -82.4634
229.431, 81.1593, -85.7151
229.614, 81.5736, -82.2086
229.797, 82.3138, -89.7140
229.980, 81.4009, -88.9109
230.164, 82.8249, -86.5763
230.347, 82.7469, -92.1841
230.530, 82.0637, -90.2057
230.713, 84.6908, -97.2990
230.896, 82.4290, -94.7657
231.079, 83.1575, -90.5841
231.262, 84.6425, -104.7659
231.445, 83.4055, -97.2300
231.628, 84.2629, -103.1177
231.812, 84.7846, -98.8272
231.995, 84.5787, -103.3098
232.178, 85.4618, -116.0632
232.361, 84.4946, -101.4885
232.544, 85.4904, -113.3987
232.727, 85.6283, -118.2261
232.910, 84.6244, -115.1855
233.093, 85.7935, -116.7610
233.276, 84.6794, -119.7340
233.459, 84.9775, -122.0445
233.643, 85.5851, -112.8357
233.826, 86.6173, -129.5303
234.009, 85.1546, -124.2563
234.192, 85.4066, -124.9537
234.375, 85.9896, -128.5358
234.558, 85.5611, -130.3945
234.741, 86.1006, -128.0125
234.924, 86.2664, -135.0908
235.107, 86.0664, -133.4622
235.291, 85.9082, -137.7048
235.474, 86.0367, -137.6821
235.657, 85.4172, -141.5037
235.840, 86.4981, -139.1669
236.023, 86.1506, -144.0724
236.206, 85.5598, -144.1866
236.389, 86.3175, -141.8802
236.572, 86.6747, -146.4228
236.755, 86.1531, -147.9390
236.938, 86.5517, -152.4544
237.122, 86.4039, -155.3247
237.305, 85.9139, -159.7009
237.488, 85.6792, -153.8537
237.671, 86.2003, -158.2017
237.854, 86.3109, -158.6499
238.037, 85.6643, -163.2203
238.220, 86.2516, -164.2607
238.403, 85.9739, -168.2673
238.586, 85.2286, -166.8699
238.770, 85.7514, -168.9409
238.953, 85.9258, -174.7233
239.136, 85.1100, -174.0517
239.319, 84.4327, -174.2515
239.502, 85.1170, -177.0987
239.685, 84.8860, 178.0832
239.868, 84.1525, -178.5863
240.051, 83.9088, -176.3390
240.234, 84.6825, 177.5981
240.417, 83.9494, 175.2711
240.601, 83.8419, 178.3672
240.784, 83.7089, 175.3828
240.967, 84.6342, 170.3946
241.150, 82.9582, 168.5172
241.333, 83.0422, 166.0231
241.516, 82.4307, 166.1053
241.699, 82.0462, 169.8320
241.882, 81.8659, 175.4533
242.065, 82.8686, 157.7713
242.249, 80.9362, 170.6942
242.432, 82.4030, 159.6594
242.615, 81.0656, 165.2156
242.798, 79.2672, 168.5773
242.981, 81.5808, 158.3053
243.164, 80.4696, 175.9931
243.347, 79.3475, 167.0549
243.530, 82.4865, 165.4841
243.713, 81.4189, 149.4856
243.896, 74.2456, 133.9408
244.080, 82.8226, -167.7117
244.263, 81.8459, 148.6938
244.446, 79.6124, 150.9109
244.629, 79.5681, 154.1256
244.812, 76.6229, 148.2700
244.995, 79.1742, 160.8009
245.178, 76.7915, 143.4422
245.361, 78.2532, 162.2087
245.544, 78.6785, 161.9175
245.728, 76.5010, 130.1063
245.911, 74.2786, 172.6811
246.094, 75.9650, 159.6793
246.277, 75.4936, 153.6593
246.460, 75.9176, 164.8324
246.643, 76.8541, 159.7768
246.826, 74.5947, 161.8500
247.009, 74.0080, 169.9032
247.192, 77.4238, 134.6663
247.375, 72.3103, 162.8467
247.559, 71.2117, 167.9565
247.742, 62.9225, 108.7586
247.925, 77.7842, -155.1659
248.108, 75.4246, -179.4824
248.291, 71.4546, 147.1762
248.474, 76.4844, -172.0268
248.657, 72.1158, -173.7941
248.840, 77.9452, 166.5390
249.023, 69.8272, 141.7017
249.207, 68.6811, -177.1851
249.390, 76.0257, -152.1054
249.573, 77.2818, 172.3062
249.756, 72.4916, -165.9892
249.939, 76.7055, 161.1745
250.122, 75.8557, 169.7225
250.305, 77.1396, 153.5207
250.488, 71.1053, 98.1138
250.671, 70.5801, -174.9305
250.854, 78.0487, 158.4140
251.038, 70.1025, 116.5676
251.221, 77.0600, 135.5442
251.404, 74.7321, 90.4582
251.587, 69.6767, 80.2746
251.770, 71.6273, 64.6382
251.953, 74.3950, 71.5448
252.136, 73.1451, 19.1414
252.319, 74.9125, 24.1479
252.502, 71.9130, -3.2397
252.686, 78.3538, -12.4497
252.869, 70.6082, -14.0207
253.052, 78.1712, -13.6816
253.235, 78.0758, -17.4400
253.418, 79.9198, -38.0301
253.601, 80.8803, -22.4051
253.784, 82.6029, -49.6112
253.967, 83.4012, -60.8061
254.150, 81.6219, -60.2048
254.333, 82.4259, -62.0666
254.517, 84.2757, -60.2551
254.700, 84.3735, -78.6954
254.883, 83.7246, -74.9323
255.066, 85.4159, -78.7419
255.249, 84.7795, -87.4852
255.432, 83.6711, -91.8403
255.615, 86.4429, -73.2089
255.798, 87.7869, -98.8186
255.981, 84.4190, -102.3182
256.165, 86.3568, -110.9523
256.348, 87.2507, -72.7686
256.531, 89.0773, -114.5125
256.714, 86.6957, -112.9108
256.897, 85.6453, -118.4423
257.080, 87.5736, -105.2345
257.263, 87.5023, -121.8810
257.446, 87.7208, -118.3442
257.629, 86.5561, -118.5667
257.813, 87.6430, -124.0409
257.996, 87.5313, -120.5400
258.179, 88.1358, -129.9680
258.362, 87.5663, -126.5589
258.545, 88.3456, -130.7308
258.728, 87.5790, -134.5166
258.911, 87.9035, -131.7870
259.094, 88.1368, -135.6320
259.277, 88.8266, -138.3354
259.460, 88.0245, -143.1177
259.644, 88.0665, -147.5186
259.827, 87.8057, -138.6788
260.010, 87.9657, -149.6934
260.193, 87.8398, -137.1304
260.376, 88.2955, -147.0140
260.559, 88.8876, -145.8470
260.742, 88.7579, -152.2569
260.925, 88.3265, -153.4615
261.108, 88.4762, -151.2958
261.292, 89.2170, -152.0349
261.475, 88.5623, -158.1476
261.658, 88.8631, -164.7094
261.841, 88.1451, -157.3736
262.024, 88.4287, -157.2771
262.207, 89.0858, -163.5966
262.390, 88.5464, -164.4415
262.573, 88.6392, -166.7318
262.756, 87.5081, -165.4480
262.939, 88.6381, -162.7150
263.123, 88.9288, -165.3985
263.306, 88.9090, -168.7643
263.489, 88.9792, -172.5331
263.672, 88.8528, -168.4525
263.855, 88.9309, -174.0575
264.038, 88.2597, -178.4726
264.221, 88.9805, -171.8545
264.404, 88.2947, -177.5475
264.587, 88.6552, -177.7504
264.771, 88.8456, 179.1911
264.954, 88.3519, -176.8395
265.137, 87.8848, -178.2751
265.320, 89.1372, -173.0164
265.503, 89.0058, 175.2729
265.686, 89.5029, 175.0698
265.869, 88.5875, 177.8774
266.052, 89.1360, 173.5504
266.235, 88.1769, 172.0302
266.418, 88.7960, 173.0833
266.602, 89.1616, 175.4334
266.785, 89.1750, 174.4219
266.968, 89.2007, 161.9109
267.151, 89.2087, 171.0087
267.334, 88.9553, 164.0167
267.517, 89.1037, 160.8660
267.700, 88.2875, 166.7833
267.883, 88.8275, 157.6250
268.066, 88.5696, 165.2410
268.250, 88.3061, 160.3936
268.433, 88.6163, 163.8189
268.616, 88.5759, 153.3431
268.799, 88.6113, 168.6715
268.982, 89.8193, 150.9373
269.165, 88.0344, 151.0253
269.348, 87.5874, 152.4048
269.531, 88.6067, 152.1471
269.714, 87.4774, 164.7153
269.897, 87.9306, 148.8914
270.081, 88.1683, 152.0700
270.264, 88.0707, 155.1613
270.447, 87.2223, 150.8397
270.630, 88.8170, 160.4772
270.813, 88.0640, 146.2267
270.996, 87.3230, 151.7484
271.179, 88.1909, 155.7368
271.362, 88.8456, 156.3864
271.545, 89.4455, 147.6503
271.729, 88.2309, 149.6513
271.912, 88.5809, 144.6661
272.095, 88.2853, 147.7685
272.278, 89.2885, 142.5219
272.461, 88.3492, 146.8642
272.644, 88.3080, 142.9725
272.827, 88.6120, 141.0155
273.010, 89.1048, 146.8405
273.193, 89.2225, 141.8791
273.376, 89.1953, 136.9341
273.560, 88.9599, 133.5813
273.743, 88.7346, 142.6383
273.926, 89.3660, 128.9068
274.109, 89.4192, 140.2403
274.292, 89.1515, 127.2911
274.475, 89.3357, 131.0321
274.658, 89.1343, 123.7493
274.841, 88.6131, 130.2252
275.024, 89.2567, 124.5097
275.208, 88.9438, 125.1943
275.391, 89.7580, 121.2315
275.574, 89.0419, 118.6926
275.757, 88.8336, 113.6446
275.940, 88.6090, 114.5540
276.123, 88.9864, 114.5734
276.306, 88.8215, 110.4443
276.489, 88.6097, 111.1968
276.672, 88.4504, 100.8156
276.855, 87.9969, 101.0788
277.039, 87.3077, 107.5163
277.222, 88.1012, 98.2327
277.405, 87.1856, 97.7645
277.588, 87.1119, 94.6700
277.771, 86.3254, 94.7721
277.954, 86.3832, 93.4646
278.137, 86.0804, 93.3132
278.320, 85.4282, 90.5956
278.503, 86.1108, 85.7830
278.687, 84.5265, 86.9324
278.870, 83.6408, 83.5570
279.053, 84.4621, 83.9042
279.236, 83.0104, 84.4695
279.419, 82.2903, 76.3730
279.602, 81.9303, 86.4746
279.785, 80.3152, 82.8437
279.968, 80.6283, 84.6411
280.151, 80.1246, 85.1562
280.334, 76.8912, 84.8981
280.518, 76.1433, 102.8114
280.701, 79.2574, 110.9735
280.884, 78.1348, 88.9798
281.067, 74.9313, 140.1279
281.250, 79.0778, 121.8846
281.433, 78.3740, 129.0401
281.616, 77.8312, 114.1415
281.799, 76.9631, 139.5133
281.982, 78.9151, 131.8445
282.166, 80.0630, 142.1073
282.349, 76.7719, 144.3687
282.532, 80.7576, 145.0350
282.715, 79.6331, 148.5264
282.898, 80.7537, 149.3517
283.081, 81.7207, 145.1814
283.264, 82.3431, 149.8878
283.447, 82.0824, 146.3806
283.630, 82.2372, 149.6508
283.813, 82.5734, 142.9893
283.997, 84.0694, 153.5752
284.180, 83.4753, 143.2701
284.363, 83.9667, 145.1262
284.546, 84.1883, 143.0819
284.729, 84.2203, 141.6145
284.912, 83.4061, 147.7780
285.095, 85.2522, 145.3310
285.278, 84.8812, 141.8750
285.461, 85.1677, 141.9365
285.645, 85.9580, 145.0554
285.828, 85.5493, 138.4906
286.011, 85.8420, 138.0943
286.194, 86.2535, 137.5460
286.377, 86.1298, 137.3902
286.560, 86.1243, 139.1528
286.743, 87.1772, 134.6364
286.926, 87.1439, 138.1078
287.109, 86.6648, 128.7253
287.292, 87.6683, 129.8673
287.476, 87.2049, 127.8788
287.659, 86.7225, 127.3635
287.842, 87.1436, 128.7072
288.025, 87.4049, 126.1027
288.208, 87.0512, 126.2394
288.391, 87.8131, 127.8099
288.574, 87.4219, 123.9272
288.757, 88.0895, 122.6456
288.940, 87.5362, 123.3794
289.124, 88.4347, 121.3924
289.307, 87.6663, 119.9897
289.490, 88.3614, 117.9134
289.673, 88.1849, 118.6920
289.856, 88.2793, 117.4774
290.039, 88.5399, 115.8476
290.222, 88.1744, 115.8064
290.405, 88.5909, 113.5357
290.588, 89.2252, 114.4182
290.771, 88.5789, 110.6847
290.955, 88.8593, 110.0139
291.138, 89.2015, 112.1224
291.321, 89.4279, 104.2488
291.504, 88.7344, 105.4985
291.687, 89.3637, 106.1630
291.870, 89.3840, 103.1886
292.053, 89.1730, 100.3220
292.236, 89.1131, 100.8639
292.419, 89.4534, 101.8024
292.603, 89.9441, 97.4043
292.786, 89.3752, 94.3354
292.969, 89.5753, 94.8456
293.152, 89.2865, 94.9583
293.335, 90.1025, 91.3418
293.518, 89.9131, 89.7503
293.701, 89.8184, 86.3206
293.884, 89.5856, 84.7299
294.067, 89.6817, 83.3665
294.250, 89.9796, 81.4029
294.434, 89.0360, 79.6597
294.617, 89.7094, 78.2949
294.800, 89.8544, 75.9417
294.983, 89.1368, 71.2970
295.166, 89.5276, 70.0620
295.349, 88.9814, 70.2626
295.532, 88.6955, 65.0348
295.715, 88.5146, 64.4921
295.898, 88.3989, 65.0082
296.082, 88.1149, 59.5234
296.265, 87.8305, 62.1728
296.448, 87.2888, 57.9077
296.631, 87.4709, 58.7617
296.814, 86.7182, 55.9064
296.997, 86.3157, 56.0938
297.180, 86.3270, 55.8290
297.363, 85.7533, 57.7901
297.546, 85.6973, 55.5522
297.729, 85.4823, 56.3866
297.913, 84.9838, 54.7118
298.096, 84.3814, 56.5635
298.279, 84.3656, 57.2124
298.462, 84.0754, 58.7232
